CamID,Source.sheet,Year,Locality/Population,Lat,Lon,sex.by.median.norm.depth.chr1.highest.depth.sample,sex.depth.genital.consensous
CAM046770,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046771,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046772,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046773,Mastersheet,2016,BA74,-10.22222222,-45.80611111,female,0
CAM046774,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046775,Mastersheet,2016,BA74,-10.22222222,-45.80611111,cant.be.det,0
CAM046776,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046777,Mastersheet,2016,BA74,-10.22222222,-45.80611111,female,0
CAM046778,batch2 - all,2016,BA74,-10.22222222,-45.80611111,,
CAM046779,Mastersheet,2018,MT33,-14.23388889,-52.61638889,female,0
CAM046780,Mastersheet,2018,MT33,-14.23388889,-52.61638889,cant.be.det,0
CAM046781,Mastersheet,2018,MT33,-14.23388889,-52.61638889,cant.be.det,0
CAM046782,Mastersheet,2018,MT33,-14.23388889,-52.61638889,cant.be.det,0
CAM046783,Mastersheet,2018,MT33,-14.23388889,-52.61638889,cant.be.det,0
CAM046784,Mastersheet,2018,MT33,-14.23388889,-52.61638889,female,0
CAM046785,Mastersheet,2018,MT33,-14.23388889,-52.61638889,cant.be.det,0
CAM046786,Mastersheet,2018,MT33,-14.23388889,-52.61638889,cant.be.det,0
CAM046787,Mastersheet,2018,MT33,-14.23388889,-52.61638889,cant.be.det,0
CAM046788,Mastersheet,2018,MT33,-14.23388889,-52.61638889,cant.be.det,0
CAM046789,Mastersheet,2018,MT33,-14.23388889,-52.61638889,cant.be.det,0
CAM046790,Mastersheet,2018,MT33,-14.23388889,-52.61638889,cant.be.det,0
CAM046791,Mastersheet,2018,MT33,-14.23388889,-52.61638889,female,0
CAM046792,batch2 - all,2018,MT33,-14.23388889,-52.61638889,,
CAM046793,batch2 - all,2018,MT33,-14.23388889,-52.61638889,,
CAM046794,batch2 - all,2018,MT33,-14.23388889,-52.61638889,,
CAM046795,batch2 - all,2018,MT33,-14.23388889,-52.61638889,,
CAM046796,batch2 - all,2018,MT33,-14.23388889,-52.61638889,,
CAM046797,batch2 - all,2018,MT33,-14.23388889,-52.61638889,,
CAM046798,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046799,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046800,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046801,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046802,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046803,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046804,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046805,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046806,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046807,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046808,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046809,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046810,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046811,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046812,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046813,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046814,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046815,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046816,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046817,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046818,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046819,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046820,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046821,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046822,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046823,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046824,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046825,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046826,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046827,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046828,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046829,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046830,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046831,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046832,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046833,batch2 - all,2015,SP15,-19.12694444,-45.55388889,,
CAM046834,Mastersheet,2015,SP16,-21.55222222,-47.20111111,female,0
CAM046835,Mastersheet,2015,SP16,-21.55222222,-47.20111111,female,0
CAM046836,batch2 - all,2015,SP16,-21.55222222,-47.20111111,,
CAM046837,Mastersheet,2015,SP16,-21.55222222,-47.20111111,male,0
CAM046838,batch2 - all,2015,SP16,-21.55222222,-47.20111111,,
CAM046839,batch2 - all,2015,SP16,-21.55222222,-47.20111111,,
CAM046840,Mastersheet,2015,SP16,-21.55222222,-47.20111111,male,0
CAM046841,batch2 - all,2015,SP16,-21.55222222,-47.20111111,,
CAM046842,batch2 - all,2013,MS5,-17.47277778,-53.01027778,,
CAM046843,Mastersheet,2013,MS5,-17.47277778,-53.01027778,cant.be.det,0
CAM046844,batch2 - all,2013,MS5,-17.47277778,-53.01027778,,
CAM046845,Mastersheet,2013,MS5,-17.47277778,-53.01027778,cant.be.det,0
CAM046846,Mastersheet,2013,MS5,-17.47277778,-53.01027778,female,0
CAM046847,Mastersheet,2013,MS5,-17.47277778,-53.01027778,cant.be.det,0
CAM046848,batch2 - all,2013,MS5,-17.47277778,-53.01027778,,
CAM046849,batch2 - all,2013,MS5,-17.47277778,-53.01027778,,
CAM046850,Mastersheet,2013,MS5,-17.47277778,-53.01027778,cant.be.det,0
CAM046851,Mastersheet,2013,MS5,-17.47277778,-53.01027778,cant.be.det,0
CAM046852,batch2 - all,2013,MS5,-17.47277778,-53.01027778,,
CAM046853,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046854,Mastersheet,2016,MS7,-17.23555556,-52.64361111,cant.be.det,0
CAM046855,Mastersheet,2016,MS7,-17.23555556,-52.64361111,cant.be.det,0
CAM046856,Mastersheet,2016,MS7,-17.23555556,-52.64361111,cant.be.det,0
CAM046857,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046858,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046859,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046860,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046861,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046862,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046863,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046864,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046865,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046866,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046867,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046868,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046869,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046870,batch2 - all,2016,MS7,-17.23555556,-52.64361111,,
CAM046871,Mastersheet,2016,MS8,-17.27527778,-53.9025,female,0
CAM046872,Mastersheet,2016,MS8,-17.27527778,-53.9025,cant.be.det,0
CAM046873,Mastersheet,2016,MS8,-17.27527778,-53.9025,female,0
CAM046874,Mastersheet,2016,MS8,-17.27527778,-53.9025,cant.be.det,0
CAM046875,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046876,Mastersheet,2016,MS8,-17.27527778,-53.9025,male,0
CAM046877,Mastersheet,2016,MS8,-17.27527778,-53.9025,female,0
CAM046878,Mastersheet,2016,MS8,-17.27527778,-53.9025,female,0
CAM046879,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046880,Mastersheet,2016,MS8,-17.27527778,-53.9025,male,0
CAM046881,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046882,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046883,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046884,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046885,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046886,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046887,Mastersheet,2016,MS8,-17.27527778,-53.9025,cant.be.det,0
CAM046888,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046889,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046890,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046891,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046892,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046893,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046894,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046895,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046896,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046897,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046898,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046899,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046900,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046901,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046902,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046903,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046904,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046905,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046906,batch2 - all,2016,MS8,-17.27527778,-53.9025,,
CAM046907,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046908,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046909,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046910,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046911,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046912,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046913,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046914,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046915,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046916,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046917,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046918,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046919,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046920,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046921,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046922,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046923,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046924,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046925,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046926,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046927,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046928,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046929,batch2 - all,2017,MS9,-17.25166667,-52.59555556,,
CAM046930,Mastersheet,2018,MT32,-12.455,-45.72861111,female,0
CAM046931,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046932,Mastersheet,2018,MT32,-12.455,-45.72861111,cant.be.det,0
CAM046933,Mastersheet,2018,MT32,-12.455,-45.72861111,cant.be.det,0
CAM046934,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046935,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046936,Mastersheet,2018,MT32,-12.455,-45.72861111,cant.be.det,0
CAM046937,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046938,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046939,Mastersheet,2018,MT32,-12.455,-45.72861111,cant.be.det,0
CAM046940,Mastersheet,2018,MT32,-12.455,-45.72861111,male,0
CAM046941,Mastersheet,2018,MT32,-12.455,-45.72861111,cant.be.det,0
CAM046942,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046943,Mastersheet,2018,MT32,-12.455,-45.72861111,cant.be.det,0
CAM046944,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046945,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046946,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046947,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046948,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046949,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046950,batch2 - all,2018,MT32,-12.455,-45.72861111,,
CAM046951,batch2 - all,2017,MT28,-15.6475,-52.04666667,,
CAM046952,Mastersheet,2017,MT28,-15.6475,-52.04666667,male,0
CAM046953,Mastersheet,2017,MT28,-15.6475,-52.04666667,female,0
CAM046954,batch2 - all,2017,MT28,-15.6475,-52.04666667,,
CAM046955,Mastersheet,2017,MT28,-15.6475,-52.04666667,cant.be.det,0
CAM046956,batch2 - all,2017,MT28,-15.6475,-52.04666667,,
CAM046957,batch2 - all,2017,MT28,-15.6475,-52.04666667,,
CAM046958,Mastersheet,2017,MT28,-15.6475,-52.04666667,cant.be.det,0
CAM046959,Mastersheet,2017,MT28,-15.6475,-52.04666667,male,0
CAM046960,Mastersheet,2017,MT28,-15.6475,-52.04666667,female,0
