CamID,Source.sheet,Year,Locality/Population,Lat,Lon,sex.by.median.norm.depth.chr1.highest.depth.sample,sex.depth.genital.consensous
CAM046248,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046249,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046250,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046251,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046252,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046253,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046254,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046255,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046256,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046257,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046258,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046259,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046260,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046261,Batch1 - missing information,2017,"Mato Grosso - Sinop - 11°52’33,73”S 55°35’52,16”O, Altitude 380m",-11.876036,-55.597822,,
CAM046262,Batch1 - missing information,2017,"Mato Grosso - Sinop - 11°52’33,73”S 55°35’52,16”O, Altitude 380m",-11.876036,-55.597822,,
CAM046263,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046264,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046265,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046266,Batch1 - missing information,2017,"Mato Grosso - Sinop - 11°52’33,73”S 55°35’52,16”O, Altitude 380m",-11.876036,-55.597822,,
CAM046267,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,NA,0
CAM046268,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,cant.be.det,0
CAM046269,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,cant.be.det,female
CAM046270,Mastersheet,2015,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,cant.be.det,female
CAM046271,Mastersheet,2015,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046272,Mastersheet,2015,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046273,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046274,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046275,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046276,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046277,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046278,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046279,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046280,Mastersheet,2015,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046281,Mastersheet,2015,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,cant.be.det,female
CAM046282,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046283,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046284,Mastersheet,2015,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046285,Mastersheet,2015,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046286,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046287,Batch1 - missing information,2015,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046288,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,NA,female
CAM046289,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046290,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046291,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046292,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046293,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046294,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046295,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046296,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046297,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046298,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046299,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046300,Mastersheet,2017,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046301,Batch1 - missing information,2017,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046302,Mastersheet,2017,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046303,Batch1 - missing information,2017,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046304,Batch1 - missing information,2017,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046305,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046306,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046307,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046308,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046309,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046310,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,NA,female
CAM046311,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046312,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046313,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046314,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,cant.be.det,0
CAM046315,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046316,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046317,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046318,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046319,Mastersheet,2016,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046320,Batch1 - missing information,2016,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046321,Mastersheet,2017,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046322,Mastersheet,2017,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046323,Mastersheet,2017,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046324,Batch1 - missing information,2017,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046325,Batch1 - missing information,2017,"Mato Grosso do Sul - Chapadão do Sul 18°46'49,6""S 052°31'1,55""W, Altitude 806m",-18.780444,-52.517097,,
CAM046326,Mastersheet,2017,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046327,Mastersheet,2017,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,male,male
CAM046328,Mastersheet,2017,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046329,Mastersheet,2017,"Mato Grosso do Sul - Chapad‹o do Sul 18¡46'49,6""S 052¡31'1,55""W, Altitude 806m",-18.780444,-52.517097,female,female
CAM046330,Mastersheet,2012,Planaltina,-15.1725,-49.668612,female,female
CAM046331,Mastersheet,2012,Planaltina,-15.1725,-49.668612,male,male
CAM046332,Mastersheet,2012,Planaltina,-15.1725,-49.668612,female,female
CAM046333,Mastersheet,2012,Planaltina,-15.1725,-49.668612,female,female
CAM046334,Mastersheet,2012,Planaltina,-15.1725,-49.668612,female,female
CAM046335,Mastersheet,2012,Planaltina,-15.1725,-49.668612,male,male
CAM046336,Mastersheet,2012,Planaltina,-15.1725,-49.668612,female,female
CAM046337,Mastersheet,2012,Planaltina,-15.1725,-49.668612,female,female
CAM046338,Batch1 - missing information,2012,Planaltina,-15.1725,-49.668612,,
CAM046339,Mastersheet,2012,Planaltina,-15.1725,-49.668612,male,male
CAM046340,Mastersheet,2012,Planaltina,-15.1725,-49.668612,male,male
CAM046341,Batch1 - missing information,2012,Planaltina,-15.1725,-49.668612,,
CAM046342,Mastersheet,2012,Planaltina,-15.1725,-49.668612,cant.be.det,0
CAM046343,Mastersheet,2012,Planaltina,-15.1725,-49.668612,female,female
CAM046344,Mastersheet,2013,Planaltina,-15.1725,-49.668612,cant.be.det,0
CAM046345,Mastersheet,2013,Planaltina,-15.1725,-49.668612,cant.be.det,0
CAM046346,Mastersheet,2013,Planaltina,-15.1725,-49.668612,female,female
CAM046347,Mastersheet,2013,Planaltina,-15.1725,-49.668612,male,male
CAM046348,Mastersheet,2013,Planaltina,-15.1725,-49.668612,female,female
CAM046349,Mastersheet,2013,Planaltina,-15.1725,-49.668612,male,male
CAM046350,Mastersheet,2013,Planaltina,-15.1725,-49.668612,male,male
CAM046351,Mastersheet,2013,Planaltina,-15.1725,-49.668612,female,female
CAM046352,Batch1 - missing information,2012.5,Planaltina,-15.1725,-49.668612,,
CAM046353,Batch1 - missing information,2012.5,Planaltina,-15.1725,-49.668612,,
CAM046354,Batch1 - missing information,2012.5,Planaltina,-15.1725,-49.668612,,
CAM046355,Batch1 - missing information,2012.5,Planaltina,-15.1725,-49.668612,,
CAM046356,Batch1 - missing information,2012.5,Planaltina,-15.1725,-49.668612,,
CAM046357,Batch1 - missing information,2012.5,Planaltina,-15.1725,-49.668612,,
CAM046358,Batch1 - missing information,2012.5,Planaltina,-15.1725,-49.668612,,
CAM046359,Batch1 - missing information,2012.5,Planaltina,-15.1725,-49.668612,,
CAM046360,Mastersheet,2013,Planaltina,-15.1725,-49.668612,male,male
CAM046361,Mastersheet,2013,Planaltina,-15.1725,-49.668612,cant.be.det,0
CAM046362,Mastersheet,2013,Planaltina,-15.1725,-49.668612,female,female
CAM046363,Mastersheet,2013,Planaltina,-15.1725,-49.668612,female,female
CAM046364,Mastersheet,2013,Planaltina,-15.1725,-49.668612,male,male
CAM046365,Mastersheet,2013,Planaltina,-15.1725,-49.668612,male,male
CAM046366,Mastersheet,2013,Planaltina,-15.1725,-49.668612,male,male
CAM046367,Mastersheet,2013,Planaltina,-15.1725,-49.668612,male,male
CAM046368,Batch1 - missing information,2013,Planaltina,-15.1725,-49.668612,,
CAM046369,Mastersheet,2013,Planaltina,-15.1725,-49.668612,female,female
CAM046370,Mastersheet,2014,Planaltina,-15.1725,-49.668612,female,female
CAM046371,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046372,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046373,Mastersheet,2014,Planaltina,-15.1725,-49.668612,cant.be.det,0
CAM046374,Batch1 - missing information,2014,Planaltina,-15.1725,-49.668612,,
CAM046375,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046376,Batch1 - missing information,2014,Planaltina,-15.1725,-49.668612,,
CAM046377,Mastersheet,2014,Planaltina,-15.1725,-49.668612,female,female
CAM046378,Batch1 - missing information,2014,Planaltina,-15.1725,-49.668612,,
CAM046379,Mastersheet,2014,Planaltina,-15.1725,-49.668612,cant.be.det,0
CAM046380,Batch1 - missing information,2014,Planaltina,-15.1725,-49.668612,,
CAM046381,Mastersheet,2014,Planaltina,-15.1725,-49.668612,female,female
CAM046382,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046383,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046384,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046385,Batch1 - missing information,2014,Planaltina,-15.1725,-49.668612,,
CAM046386,Batch1 - missing information,2013.5,Planaltina,-15.1725,-49.668612,,
CAM046387,Batch1 - missing information,2013.5,Planaltina,-15.1725,-49.668612,,
CAM046388,Batch1 - missing information,2013.5,Planaltina,-15.1725,-49.668612,,
CAM046389,Batch1 - missing information,2013.5,Planaltina,-15.1725,-49.668612,,
CAM046390,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046391,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046392,Mastersheet,2014,Planaltina,-15.1725,-49.668612,female,female
CAM046393,Batch1 - missing information,2014,Planaltina,-15.1725,-49.668612,,
CAM046394,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046395,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046396,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046397,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046398,Batch1 - missing information,2014,Planaltina,-15.1725,-49.668612,,
CAM046399,Mastersheet,2014,Planaltina,-15.1725,-49.668612,female,female
CAM046400,Mastersheet,2014,Planaltina,-15.1725,-49.668612,cant.be.det,0
CAM046401,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046402,Mastersheet,2014,Planaltina,-15.1725,-49.668612,female,female
CAM046403,Batch1 - missing information,2014,Planaltina,-15.1725,-49.668612,,
CAM046404,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046405,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046406,Batch1 - missing information,2014,Planaltina,-15.1725,-49.668612,,
CAM046407,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046408,Batch1 - missing information,2014,Planaltina,-15.1725,-49.668612,,
CAM046409,Mastersheet,2014,Planaltina,-15.1725,-49.668612,male,male
CAM046410,Mastersheet,2015,Planaltina,-15.1725,-49.668612,male,male
CAM046411,Mastersheet,2015,Planaltina,-15.1725,-49.668612,NA,0
CAM046412,Batch1 - missing information,2015,Planaltina,-15.1725,-49.668612,,
CAM046413,Batch1 - missing information,2015,Planaltina,-15.1725,-49.668612,,
CAM046414,Batch1 - missing information,2015,Planaltina,-15.1725,-49.668612,,
CAM046415,Mastersheet,2015,Planaltina,-15.1725,-49.668612,male,male
CAM046416,Batch1 - missing information,2015,Planaltina,-15.1725,-49.668612,,
CAM046417,Mastersheet,2015,Planaltina,-15.1725,-49.668612,male,male
CAM046418,Mastersheet,2015,Planaltina,-15.1725,-49.668612,male,male
CAM046419,Mastersheet,2015,Planaltina,-15.1725,-49.668612,male,male
CAM046420,Mastersheet,2015,Planaltina,-15.1725,-49.668612,cant.be.det,0
CAM046421,Mastersheet,2015,Planaltina,-15.1725,-49.668612,male,male
CAM046422,Mastersheet,2015,Planaltina,-15.1725,-49.668612,NA,0
CAM046423,Mastersheet,2015,Planaltina,-15.1725,-49.668612,female,female
CAM046424,Mastersheet,2015,Planaltina,-15.1725,-49.668612,female,female
CAM046425,Mastersheet,2015,Planaltina,-15.1725,-49.668612,female,female
CAM046426,Mastersheet,2015,Planaltina,-15.1725,-49.668612,male,male
CAM046427,Mastersheet,2015,Planaltina,-15.1725,-49.668612,male,male
CAM046428,Mastersheet,2015,Planaltina,-15.1725,-49.668612,male,male
CAM046429,Mastersheet,2015,Planaltina,-15.1725,-49.668612,cant.be.det,0
CAM046430,Batch1 - missing information,2015,Planaltina,-15.1725,-49.668612,,
CAM046431,Batch1 - missing information,2015,Planaltina,-15.1725,-49.668612,,
CAM046432,Batch1 - missing information,2015,Planaltina,-15.1725,-49.668612,,
CAM046433,Mastersheet,2015,Planaltina,-15.1725,-49.668612,male,male
CAM046434,Mastersheet,2016,Planaltina,-15.1725,-49.668612,male,male
CAM046435,Batch1 - missing information,2016,Planaltina,-15.1725,-49.668612,,
CAM046436,Mastersheet,2016,Planaltina,-15.1725,-49.668612,male,male
CAM046437,Mastersheet,2016,Planaltina,-15.1725,-49.668612,male,male
CAM046438,Batch1 - missing information,2016,Planaltina,-15.1725,-49.668612,,
CAM046439,Batch1 - missing information,2016,Planaltina,-15.1725,-49.668612,,
CAM046440,Mastersheet,2016,Planaltina,-15.1725,-49.668612,male,male
CAM046441,Mastersheet,2016,Planaltina,-15.1725,-49.668612,female,female
CAM046442,Mastersheet,2016,Planaltina,-15.1725,-49.668612,female,female
CAM046443,Mastersheet,2016,Planaltina,-15.1725,-49.668612,NA,0
CAM046444,Mastersheet,2016,Planaltina,-15.1725,-49.668612,male,male
CAM046445,Batch1 - missing information,2016,Planaltina,-15.1725,-49.668612,,
CAM046446,Mastersheet,2016,Planaltina,-15.1725,-49.668612,male,male
CAM046447,Batch1 - missing information,2016,Planaltina,-15.1725,-49.668612,,
CAM046448,Mastersheet,2016,Planaltina,-15.1725,-49.668612,female,female
CAM046449,Mastersheet,2016,Planaltina,-15.1725,-49.668612,female,female
CAM046450,Mastersheet,2017,Planaltina,-15.1725,-49.668612,male,male
CAM046451,Mastersheet,2017,Planaltina,-15.1725,-49.668612,male,male
CAM046452,Mastersheet,2017,Planaltina,-15.1725,-49.668612,NA,0
CAM046453,Batch1 - missing information,2017,Planaltina,-15.1725,-49.668612,,
CAM046454,Mastersheet,2017,Planaltina,-15.1725,-49.668612,female,female
CAM046455,Mastersheet,2017,Planaltina,-15.1725,-49.668612,male,male
CAM046456,Mastersheet,2016,Planaltina,-15.1725,-49.668612,female,female
CAM046457,Mastersheet,2016,Planaltina,-15.1725,-49.668612,female,female
CAM046458,Mastersheet,2016,Planaltina,-15.1725,-49.668612,female,female
CAM046459,Mastersheet,2016,Planaltina,-15.1725,-49.668612,female,female
CAM046460,Mastersheet,2016,Planaltina,-15.1725,-49.668612,male,male
CAM046461,Batch1 - missing information,2016,Planaltina,-15.1725,-49.668612,,
CAM046462,Mastersheet,2016,Planaltina,-15.1725,-49.668612,female,female
CAM046463,Mastersheet,2016,Planaltina,-15.1725,-49.668612,female,female
CAM046464,Mastersheet,2016,Planaltina,-15.1725,-49.668612,male,male
CAM046465,Mastersheet,2016,Planaltina,-15.1725,-49.668612,male,male
CAM046466,Mastersheet,2016,Planaltina,-15.1725,-49.668612,male,male
CAM046467,Batch1 - missing information,2017,Planaltina,-15.1725,-49.668612,,
CAM046468,Mastersheet,2017,Planaltina,-15.1725,-49.668612,female,female
CAM046469,Mastersheet,2017,Planaltina,-15.1725,-49.668612,male,male
CAM046470,Batch1 - missing information,2017,Planaltina,-15.1725,-49.668612,,
CAM046471,Mastersheet,2017,Planaltina,-15.1725,-49.668612,male,male
CAM046472,Mastersheet,2017,Planaltina,-15.1725,-49.668612,male,male
CAM046473,Mastersheet,2017,Planaltina,-15.1725,-49.668612,male,male
CAM046474,Mastersheet,2017,Planaltina,-15.1725,-49.668612,NA,0
CAM046475,Batch1 - missing information,2017,Planaltina,-15.1725,-49.668612,,
CAM046476,Mastersheet,2017,Planaltina,-15.1725,-49.668612,male,male
CAM046477,Mastersheet,2017,Planaltina,-15.1725,-49.668612,male,male
CAM046478,Mastersheet,2017,Planaltina,-15.1725,-49.668612,male,male
CAM046479,Mastersheet,2017,Planaltina,-15.1725,-49.668612,female,female
CAM046480,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,male,male
CAM046481,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,cant.be.det,0
CAM046482,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046483,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046484,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046485,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046486,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046487,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,male,male
CAM046488,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,male,male
CAM046489,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046490,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,male,male
CAM046491,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046492,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,male,male
CAM046493,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046494,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,male,male
CAM046495,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046496,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
CAM046497,Mastersheet,2013,Oeste da Bahia / Fazenda Panorama Soja,-13.40210605,-46.09504532,male,male
CAM046498,Mastersheet,2013,Oeste da Bahia / Ceolin - Algod‹o,-13.29989189,-45.97986972,female,female
